,Name,Method,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,CD,CL,A_constr,GF_score,Constr_viol
12,LHS G1S10,LHS,0.001725,-0.006147,0.016389,0.005577,-0.00668,0.021596,-0.017871,0.003471,-0.019554,0.004985,0.001834,-0.032904,0.004497,0.000706,0.017002,-0.01915,0.007465,0.004959,0.0275303808633663,0.4541281786545709,-0.0180454016546666,,0.0
13,LHS G1S11,LHS,-0.001074,0.00057,0.007103,-0.019436,0.013382,0.009744,0.024926,-0.022517,0.005503,0.010094,-0.012551,-0.023012,0.033298,0.003217,0.006675,0.0146,-0.006593,0.005906,0.0576035511886369,0.1368453585645378,-0.0194178076546666,,0.0
14,LHS G1S12,LHS,-0.000969,0.004802,-0.009635,0.017373,-0.030015,0.020358,0.03578,0.031872,-0.003228,0.00405,0.011343,-0.01987,0.021771,-0.029408,0.001429,-0.009061,0.015803,0.007051,0.0441094900994222,0.2902059482320895,-0.0122284576546666,,0.0
15,LHS G1S13,LHS,-0.001751,-0.005766,-0.01523,0.010632,0.022818,0.030646,-0.030278,-0.034119,-0.016332,0.000432,0.007278,0.033099,-0.000287,0.00368,-0.017948,0.011697,-0.010222,0.001467,0.0530183470161261,0.4712563354554364,-0.0277084669879999,,0.0
16,LHS G1S14,LHS,0.00168,-0.00285,-0.011052,0.021817,-0.005221,-0.032861,-0.003551,0.022648,0.002306,-0.002323,0.005771,0.004499,-0.010317,-0.027849,0.017626,-0.004463,-0.011315,-0.006522,0.0472217916375537,0.2891720069342353,-0.0175910503213333,,0.0
17,LHS G1S15,LHS,-0.002312,0.007899,-0.01614,0.007217,0.01523,-0.01932,0.037333,0.007636,-0.004089,-0.008537,0.01258,-0.028818,-0.014703,-0.02534,-0.011554,0.014295,-0.011282,0.002599,0.0354467388488804,0.4247273809220935,-0.0104682776546666,,0.0
18,LHS G1S16,LHS,-0.001692,0.004286,-0.008844,-0.010242,0.012474,0.004533,-0.024855,-0.001606,0.014544,0.00782,-0.009426,-0.018472,0.032709,-0.00827,0.019278,0.005182,0.003485,-0.00645,0.0528196374881584,0.4498675822149257,-0.0225766683213333,,0.0
19,LHS G1S17,LHS,0.002128,0.003022,0.01485,-0.016684,-0.009288,-0.001018,-0.019156,-0.007419,-0.027885,2.4e-05,-0.019997,-0.031081,0.02909,-0.026272,0.014896,0.012477,-0.014775,0.004815,0.041349625654111,0.2202475478640836,-0.0235743263213333,,0.0
20,LHS G1S18,LHS,-0.001367,-0.007407,-0.002936,0.012611,0.019373,-0.028929,0.029345,-0.001168,-0.016513,0.008341,-0.003152,-0.016417,0.002157,-0.002069,0.016273,0.021757,-0.013806,-0.000437,0.0404049619024395,0.2065934478363267,-0.0193856323213333,,0.0
21,LHS G1S19,LHS,0.002464,0.000831,-0.014165,0.003577,0.024649,-0.014705,-0.01621,-0.01113,0.000573,0.009704,-0.025598,0.03492,-0.005712,0.02409,-0.01229,0.004237,0.002447,0.000584,0.0462795767181623,0.42075156842485,-0.0242992176546666,,0.0
22,LHS G1S20,LHS,-0.001002,0.001084,-0.01315,0.001582,0.023968,0.012074,-0.005364,-0.027619,-0.02479,-0.009171,0.0175,0.001208,-0.016955,-0.019296,-0.001278,-0.000398,0.014658,-0.008505,0.0280271346021009,0.5038181771722912,-0.0234343803213333,,0.0
23,LHS G1S21,LHS,0.000648,0.004096,-0.016389,-0.002011,-0.022733,0.015992,0.017875,0.02587,-0.015041,-0.002155,0.013886,0.028923,-0.034788,-0.033696,0.005072,0.018156,0.006717,-0.001379,0.040089496577523,0.345394327627495,-0.0198068063213333,,0.0
24,LHS G1S22,LHS,-0.002343,-0.008185,0.015096,0.023331,-0.019912,0.03019,-0.034027,-0.030725,-0.005765,-0.005539,0.013205,-0.013655,0.027697,0.023395,-0.025165,0.021037,0.000335,0.00445,0.064766828192208,0.0277320993239868,-0.0300983483213333,,0.0
25,LHS G1S23,LHS,-0.001986,-0.003331,-0.012395,0.004662,-0.024588,-0.01806,0.012756,0.017561,0.027789,-0.009915,0.00801,0.017355,0.000636,0.033963,-0.022439,-0.000764,0.010686,-0.00712,0.0425128269911232,0.2169676383246559,-0.0254953829879999,,0.0
26,LHS G1S24,LHS,0.002323,-0.001189,0.001552,-0.010807,-0.011547,0.032438,-0.026351,-0.032945,0.011818,0.006545,-0.00629,0.007225,-0.027913,-0.013284,0.026833,-0.013621,-0.003273,-0.00521,0.0563847503307762,0.0264861274376252,-0.0193493376546666,,0.0
27,LHS G1S25,LHS,0.001921,-0.001551,-0.003338,-0.008,0.001364,-0.034922,-0.010983,-0.013401,0.019377,-0.005843,0.022215,-0.00483,0.025558,-0.023203,-0.005625,-0.0174,-0.002585,0.007868,0.0464141665159268,0.3159263174496676,-0.0265575029879999,,0.0
28,LHS G1S26,LHS,-0.000517,-0.003809,-0.007844,-0.009856,0.012799,0.028937,-0.006754,0.002414,-0.020181,-0.004846,0.011,0.018415,0.012799,0.016794,0.024057,0.001542,-0.008134,-0.005692,0.0307526795045495,0.4331788083737949,-0.029125294988,,0.0
29,LHS G1S27,LHS,-0.001118,-0.008682,-0.004381,-0.013928,0.00304,-0.025078,0.027147,0.00046,0.025536,-0.007546,0.006833,0.021137,-0.024961,0.006865,0.014392,0.009332,-0.014001,0.001797,0.035876680148474,0.4011731291073565,-0.0230582963213333,,0.0
30,LHS G1S28,LHS,-0.002567,0.006773,0.002041,-0.019865,0.030737,-0.000222,0.016486,0.006862,-0.015642,0.009127,-0.013968,-0.008813,0.01124,0.03469,-0.000634,0.008717,0.000749,0.006934,0.050978156040956,0.2494379296152854,-0.0207471276546666,,0.0
31,LHS G1S29,LHS,0.000124,-0.003048,0.005844,-0.016108,0.008437,-0.026184,-0.022669,0.027294,0.001534,0.007543,-0.016071,-0.030654,0.019899,0.005493,0.01274,0.003171,-0.003789,0.000765,0.0486908889733939,0.3512636687638376,-0.0211481503213333,,0.0
32,LHS G1S30,LHS,0.000994,-0.008012,-0.006071,0.011846,-0.002357,-0.029915,-0.009977,-0.009937,-0.01127,0.01025,0.029327,-0.00664,0.015069,0.013771,-0.007265,-0.007982,-0.008414,0.005505,0.0384497281240455,0.4825247025361043,-0.0299471576546666,,0.0
33,LHS G1S31,LHS,0.001605,-0.007543,0.004143,0.013403,0.025164,0.024388,-0.011894,0.032425,-0.020649,-0.005665,-0.029177,0.011803,0.018974,0.036238,-0.01936,-0.021276,0.008864,0.007264,0.0528912885075436,0.2407692632265307,-0.0154886316546666,,0.0
34,LHS G1S32,LHS,0.001517,0.001307,-0.000265,0.008346,-0.018314,-0.022932,0.002049,-0.005445,-0.017505,-0.004049,0.010355,0.003556,-0.004822,-0.016082,-0.016044,0.003722,-0.016517,-0.008207,0.024699622580976,0.4460625997981519,-0.021422586988,,0.0
35,LHS G1S33,LHS,0.00217,-0.005972,0.007483,0.01521,-0.004571,-0.025566,-0.015407,0.013186,0.00877,0.008064,-0.027448,0.024009,-0.004294,-0.01018,-0.026277,-0.014145,0.006452,-0.006701,0.0566978080767706,0.1399037389398544,-0.013272652988,,0.0
36,LHS G1S34,LHS,0.000204,-0.005116,-0.003688,0.000869,-0.000756,0.027254,0.014753,0.020924,0.006089,0.009837,0.018135,0.02621,-0.031627,-0.027405,0.001056,-0.018011,0.015368,0.000887,0.041925189170704,0.3964809830889836,-0.0106222516546666,,0.0
37,LHS G1S35,LHS,0.001584,0.003395,0.0161,0.016427,-0.015592,-0.009107,-0.004002,-0.034499,-0.009118,-0.008834,0.004329,-0.014481,-0.02385,-0.00222,-0.013835,0.024492,0.003139,0.002737,0.0331181294229753,0.2976736916387195,-0.022837076988,,0.0
38,LHS G1S36,LHS,-0.000627,-0.006835,-0.000368,0.009399,-0.0256,0.002963,-0.027125,-0.025809,-0.023136,-0.006686,0.000754,8.2e-05,-0.020103,0.02683,0.004747,-0.00279,0.003841,0.00237,0.0479372773635813,0.0584065320765554,-0.033480320988,,0.0
39,LHS G1S37,LHS,-0.002131,0.005682,-0.015737,0.006203,-0.03042,0.035989,-0.036266,0.008647,0.023777,-0.003854,-0.018021,-0.019107,-0.033329,-0.000787,-0.011247,0.006068,0.002715,0.008395,0.0385106777296101,0.484398479360707,-0.0138012636546666,,0.0
40,LHS G1S38,LHS,0.000396,-0.002228,0.002602,-0.003512,0.006996,0.013474,-0.021434,-0.031009,-0.000283,-0.00046,-0.006639,-0.000369,-0.018665,0.028139,-0.030509,-0.019765,0.005364,0.00661,0.0546211467074559,0.0800798694936653,-0.020128002988,,0.0
41,LHS G1S39,LHS,0.002225,-0.00666,0.011855,0.017923,-0.003155,-0.019611,0.009962,0.028068,-0.00171,0.006317,0.027607,-0.021151,-0.010918,0.008547,-0.005009,0.023202,-0.012107,0.007449,0.0393276983254428,0.3846611630777514,-0.0170977323213333,,0.0
42,LHS G1S40,LHS,0.00176,0.00749,0.013242,-0.021871,0.009502,-0.01318,0.012545,0.018198,-0.01304,-0.003504,-0.002669,-0.03202,-0.026686,0.010673,-0.021627,0.006954,0.004553,-0.001942,0.0296335566079023,0.4272727461653612,-0.011941662988,,0.0
43,LHS G1S41,LHS,-0.001254,0.002752,0.000937,0.017176,0.006099,-0.006427,0.002542,0.033191,0.010129,0.005815,0.023134,0.028412,-0.036251,0.018419,-0.002103,0.001096,-0.006771,-0.000686,0.0456626746242558,0.4281461747962154,-0.0150808176546666,,0.0
44,LHS G1S42,LHS,-0.001287,0.005381,0.01007,0.011095,-0.027032,0.029209,-0.009268,0.028479,0.018019,0.007007,0.024188,-0.007905,0.0294,-0.025982,-0.025629,-0.008465,-0.005239,0.008533,0.0439220241660763,0.3420827293756494,-0.0109545816546666,,0.0
45,LHS G1S43,LHS,0.000811,0.006287,0.011397,-0.018186,0.021673,-0.029054,0.033714,-0.023799,0.016613,-0.006891,0.023761,-0.02356,0.009258,-0.020452,0.005876,-0.003101,0.000256,-0.002563,0.0417615318624391,0.5069678764343533,-0.0175991776546666,,0.0
46,LHS G1S44,LHS,-0.001233,0.008495,-0.001849,-0.009299,-0.003998,-0.018539,0.019433,0.010067,-0.014156,0.005488,0.016529,-0.022337,-0.002721,0.019122,-0.028226,-0.007133,-0.007347,0.004325,0.0373879480210385,0.3336316621444417,-0.0176985983213333,,0.0
47,LHS G1S45,LHS,0.002007,0.005997,0.008398,0.015867,0.007696,-0.031109,-0.022324,0.015942,-0.006942,-0.006052,-0.021923,-0.00182,-0.016155,-0.005442,0.009308,-0.020271,0.012217,-0.003058,0.043455239062666,0.2817412266751016,-0.0160923923213333,,0.0
48,LHS G1S46,LHS,0.001208,-0.002003,0.013364,0.008712,0.000876,0.020106,-0.02932,-0.014589,-0.009728,0.000995,-0.001963,-0.029855,0.00869,-0.011524,-0.009384,-0.01832,0.011849,-0.003418,0.0356826184705696,0.4873104099789386,-0.0153217429879999,,0.0
49,LHS G1S47,LHS,-0.000836,-0.003949,0.005228,-0.012922,-0.012273,-0.002866,-0.001696,0.019342,0.001159,-0.001075,-0.016616,0.022654,0.007817,-0.023858,-0.005826,0.019376,-0.001412,0.002803,0.0399690543806041,0.3274699144506322,-0.0218204923213333,,0.0
50,LHS G1S48,LHS,-0.001557,0.004953,-0.002221,0.021569,0.006574,0.01019,-0.025569,-0.019672,0.02469,0.007353,-0.007735,-0.010524,-0.003607,0.029194,-0.010181,0.020087,0.012903,-0.000339,0.059459640653669,0.0616848785372611,-0.020558194988,,0.0
51,LHS G1S49,LHS,-0.002099,0.00867,-0.007553,0.02091,-0.001657,0.000679,-0.02774,0.031374,0.015091,0.003174,-0.00089,0.006483,-0.019112,-0.015337,-0.002796,0.007566,-0.007852,-0.001164,0.0436861492181432,0.4418167113479703,-0.011936652988,,0.0
52,LHS G1S50,LHS,0.000861,0.004704,0.002742,-0.015228,-0.013125,0.031426,0.003075,0.006022,0.011103,0.002241,0.008967,-0.035128,0.012486,0.035481,-0.029572,-0.007811,0.008623,0.00864,0.05502724039756,0.108319711592673,-0.0165921676546666,,0.0
53,LHS G1S51,LHS,0.001437,-0.004904,-0.006792,-0.021176,-0.021102,0.002045,0.009387,-0.015548,-0.012524,0.003056,-0.005491,-0.034091,0.013631,0.005868,0.009791,0.015151,-0.00978,-0.000882,0.032150447335221,0.4210655437263111,-0.0268852683213333,,0.0
54,LHS G1S52,LHS,-0.000805,-1.8e-05,-0.011646,0.019814,-0.031066,0.005384,0.003929,0.021856,0.02073,0.001437,-0.010804,-0.020726,-0.007389,0.005077,0.011901,-0.006874,-0.00869,0.004089,0.0304226913703721,0.4008503862058504,-0.013152412988,,0.0
55,LHS G1S53,LHS,-0.001483,-0.003572,-0.001162,-0.01755,-0.011162,0.033807,0.031873,0.029073,0.013324,-0.006344,0.020025,-0.018076,-0.030548,-0.003717,0.025069,-0.006036,0.001419,0.005614,0.0353113023099723,0.3677849086488097,-0.012036518988,,0.0
56,LHS G1S54,LHS,-0.000145,-0.005321,0.015338,-0.00432,-0.027987,-0.00398,-0.029206,-0.003341,-0.000823,-0.003024,-0.020669,-0.003468,0.022924,-0.034164,0.026141,-0.003861,-0.002724,-0.001602,0.0397882956543585,0.2107122084922525,-0.0252228389879999,,0.0
57,LHS G1S55,LHS,-0.001406,0.002549,0.003701,-0.01198,-0.025266,0.025775,0.026582,-0.01848,0.00418,0.007082,-0.01157,0.027371,-0.01131,-0.030388,0.02893,-0.005363,-0.015699,-0.005545,0.0400635046187405,0.273704795393435,-0.0161272396546666,,0.0
58,LHS G1S56,LHS,0.000929,-0.004743,-0.004946,-0.015696,0.003761,-0.036068,-0.006317,0.034538,0.027313,-0.002864,0.025314,0.008483,0.025147,0.024844,-0.028705,-0.021798,0.004138,0.003562,0.0516462561300404,0.4187293490503475,-0.0251885483213333,,0.0
59,LHS G1S57,LHS,0.002303,0.002409,-0.008239,-0.000186,0.020867,-0.003549,-0.018159,-0.011595,-0.019258,-0.001009,-0.026878,-0.011686,0.02113,0.000959,-0.018546,-0.001649,-0.014469,-0.007758,0.0437209068870886,0.2141284393473277,-0.0176669796546666,,0.0
60,LHS G1S58,LHS,0.000693,0.003667,0.003491,0.006628,0.025709,-0.007427,-0.013595,-0.012943,-0.008218,-0.004291,0.009749,-0.0107,0.035494,-0.03611,-0.030019,-0.012554,0.016466,-0.008249,0.0456330393891852,0.2699500589218991,-0.0168702783213333,,0.0
61,LHS G1S59,LHS,0.001259,-0.007008,0.00898,0.018593,-0.00855,0.007919,0.015193,-0.000638,-0.026816,0.006104,-0.017077,-0.027708,-0.015422,0.01526,-0.021476,-0.000996,0.001192,0.006432,0.0360936799473046,0.3035461490239775,-0.0118386796546666,,0.0
62,LHS G1S60,LHS,-0.000745,-0.007272,0.004412,0.020289,0.011644,0.022196,-7.2e-05,-0.029462,0.022054,0.00435,-0.023582,-0.017299,0.027826,-0.016987,0.010836,0.017766,-0.010964,0.003223,0.0536985109176087,0.1699965542438521,-0.0138711809879999,,0.0
63,LHS G1S61,LHS,-0.001174,-0.000301,-0.014945,-0.001202,-0.019247,0.018667,-0.036943,-0.02625,-0.025824,-0.010125,0.002692,0.014723,-0.023113,-0.028773,0.030735,-0.023718,-0.002206,0.003826,0.0500373411526821,0.0333050939013378,-0.0303579776546666,,0.0
64,LHS G1S62,LHS,1.4e-05,0.008116,-0.012133,0.005014,0.017646,-0.021869,-0.032122,0.024296,0.008813,-0.000801,0.028511,-0.026493,-0.031454,-0.000307,0.018096,0.011927,0.013287,0.000387,0.060221498401073,0.3490567809152459,-0.0220603043213333,,0.0
65,LHS G1S63,LHS,0.001331,0.00733,-0.008485,-0.008421,0.027639,-0.02733,0.021001,-0.017136,-0.021157,-0.002638,0.018294,0.017766,-0.020877,-0.007235,-0.00642,0.006502,-0.001149,-0.003673,0.0383852779472559,0.4265294412725172,-0.0236294363213333,,0.0
66,LHS G1S64,LHS,0.000599,-0.008407,-0.006484,-0.012773,-0.010007,0.012796,0.034649,0.030289,-0.02862,-0.003623,0.020806,-0.02854,-0.035299,0.025454,0.031328,-0.011565,0.006213,0.003364,0.0505714387076038,0.0520820823041725,-0.0205419403213333,,0.0
67,LHS G1S65,LHS,-0.00057,-0.00839,-0.010606,-0.019038,0.022178,0.006484,0.008937,0.001318,0.018749,-0.000188,0.019542,-0.015277,-0.032754,0.032335,0.024687,0.017224,0.004722,0.006272,0.0470837813910068,0.1188166321208054,-0.024386836988,,0.0
68,LHS G1S66,LHS,-0.000367,-0.006327,0.005482,0.01197,0.021477,-0.011346,0.006181,-0.024588,0.004959,-0.007697,0.000522,0.031747,-0.03409,0.014617,0.008811,-0.012258,-0.004516,-0.004252,0.0323155867015617,0.418053026626655,-0.0202630503213333,,0.0
69,LHS G1S67,LHS,-0.00221,-0.000754,0.010954,-0.022404,0.019656,0.015317,-0.002652,-0.020137,0.011235,-0.004459,0.024734,0.012754,-0.001796,0.001727,-0.015557,0.02356,0.011252,-0.007468,0.0367922215659023,0.6393779076094672,-0.0251420109879999,,0.0
70,LHS G1S68,LHS,-0.001742,-0.004192,0.012945,0.001218,-0.003775,-0.01439,-0.001322,0.004051,-0.00807,0.001817,-0.008781,0.002395,-0.001194,-0.019602,-0.026976,0.002217,-0.003477,-0.005296,0.0259443615793963,0.4395920779667205,-0.014908918988,,0.0
71,LHS G1S69,LHS,0.00029,-0.005541,0.014281,-0.018655,-0.026389,0.023164,0.008144,-0.018009,-0.004417,-0.01036,-0.014582,0.003159,-0.028808,-0.014103,0.020544,-0.022333,0.01025,-0.005896,0.0325072663095338,0.1829716708237824,-0.0185803583213333,,0.0
72,LHS G1S70,LHS,-0.001927,0.003257,0.009932,0.024642,-0.023653,-0.034641,-0.014291,-0.008447,0.021179,0.003572,-0.001317,-0.033662,-0.021471,0.007887,0.0074,-0.014645,-0.011928,-0.000158,0.0429101206644514,0.1860328800632208,-0.0148796383213333,,0.0
73,LHS G1S71,LHS,0.002059,0.002231,0.001703,-0.014578,0.01618,-0.031577,0.000299,0.029517,-0.022597,0.002458,-0.026138,0.02349,0.005954,-0.012929,0.029825,0.00809,0.009238,-0.003696,0.0559996661736804,0.1674059577975169,-0.0255293396546666,,0.0
74,LHS G1S72,LHS,-0.000321,-0.005941,-0.008992,-0.007022,-0.021955,0.002571,0.011914,0.019813,0.020526,-0.008199,0.012006,-0.01598,0.023243,0.022604,-0.012732,0.005887,-0.004827,-0.002125,0.0452615851458077,0.183860054239005,-0.0230291269879999,,0.0
75,LHS G1S73,LHS,0.000208,0.002003,-0.007316,-0.011333,0.004113,-0.001963,-0.020338,0.014408,-0.006296,0.009082,0.01585,0.01083,-0.024723,-0.017512,-0.016635,-0.016956,-0.016237,0.002191,0.0416417033350404,0.3235093800284261,-0.015075250988,,0.0
76,LHS G1S74,LHS,0.002507,-0.00332,-0.002364,0.023158,-0.007159,-0.033499,-0.008575,-0.026975,0.012607,-0.001783,0.01524,-0.000993,0.031858,-0.031174,0.007882,-0.004446,0.011449,-0.002756,0.0496660692007736,0.1737311000279498,-0.0282374116546666,,0.0
77,LHS G1S75,LHS,0.000896,0.006885,0.012238,0.010349,-0.0147,0.019483,0.019839,0.004809,-0.001879,-0.009471,-0.027834,-0.009532,0.006587,-0.009273,0.029493,0.022618,-0.015132,0.005409,0.040452560493,0.3262366423190114,-0.0150359503213333,,0.0
78,LHS G1S76,LHS,0.000494,0.001535,-0.012945,-0.020487,-0.00788,-0.009684,0.004574,0.001561,-0.024491,0.008736,-0.021456,0.020236,-0.022419,0.020726,-0.017251,0.002942,0.007997,-0.003895,0.0297427325271378,0.3335847215580878,-0.0252318569879999,,0.0
79,LHS G1S77,LHS,-0.001637,0.007018,0.001258,-0.002898,0.000501,0.017722,0.034437,0.005277,-0.010927,-0.007057,0.014486,-0.024996,0.030879,-0.014578,-0.024648,-0.021173,0.005006,-0.000826,0.0487770344090858,0.3191054225175859,-0.0113139656546666,,0.0
80,LHS G1S78,LHS,-0.000713,0.007839,-0.013714,0.02258,0.010635,0.011602,-0.004684,0.023634,0.008087,0.003494,-0.024284,0.001593,0.037026,-0.035565,0.020038,-0.023931,0.00956,0.003099,0.0545103204422594,0.278106162598222,-0.0111269256546666,,0.0
81,LHS G1S79,LHS,-0.001828,0.005844,0.003137,-0.005167,0.028822,-0.005246,0.025872,0.021721,-0.028803,0.004472,-0.012915,0.029626,0.035152,0.011448,0.02238,0.018658,0.014075,0.005109,0.0605905149538354,0.2836398884323372,-0.0284874663213333,,0.0
82,LHS G1S80,LHS,0.001893,0.005464,-0.010063,0.002872,0.026131,0.008456,-0.016765,-0.015375,0.022498,0.004631,-0.009311,0.019298,0.036274,0.019916,0.025393,-0.005821,-0.013041,0.001218,0.0562075025128154,0.3403465413050423,-0.0250890163213333,,0.0
83,LHS G1S81,LHS,-0.002048,-0.001621,-0.009897,0.009365,0.002014,-0.010259,0.036256,0.025152,-0.02214,-0.003299,0.004051,-0.024321,0.002807,0.012619,0.027334,0.013232,-0.005676,-0.006195,0.0369221587855936,0.2778448402007724,-0.0202063816546666,,0.0
84,LHS G1S82,LHS,-0.00225,0.003832,0.006473,0.018881,0.02712,-0.020886,0.023858,-0.031701,0.00261,-0.008939,-0.007096,-0.012273,0.017436,0.022143,-0.00775,0.020637,0.015243,-0.00492,0.0471031311452257,0.2951068772496321,-0.0228888469879999,,0.0
85,LHS G1S83,LHS,-1.6e-05,-0.004586,-0.004265,0.002144,0.029951,-0.028118,0.005535,-0.004219,0.024252,0.008112,-0.022307,0.020983,-0.013294,-0.005908,0.002835,-0.015924,0.009951,-0.007907,0.0429499145444375,0.5662254368963471,-0.013449672988,,0.0
86,LHS G1S84,LHS,0.001462,-0.001384,0.008082,0.00036,-0.028887,-0.005061,-0.019489,-0.021177,-0.002831,0.00156,0.026056,0.030772,-0.017277,0.009797,-0.031577,-0.015548,-0.004001,-0.008628,0.0459451470753153,0.2223674905909193,-0.0265112996546667,,0.0
87,LHS G1S85,LHS,0.002371,-0.004356,0.011286,0.024123,-0.01356,0.014392,0.024598,0.008373,0.0287,-0.005278,0.005109,0.024637,0.007094,0.031291,-0.014858,0.021717,-0.007265,0.002058,0.0356088671160572,0.5208927624556128,-0.017846782988,,0.0
88,LHS G1S86,LHS,-0.000306,0.000941,0.006892,0.014272,0.031342,-0.017356,0.020448,-0.00838,-0.025603,0.004889,-0.003986,0.01212,0.034282,-0.032764,0.010316,0.01606,-0.01344,-0.002824,0.055271829133126,0.1643198313833878,-0.019348780988,,0.0
89,LHS G1S87,LHS,0.000558,0.00016,0.008857,0.014613,-0.02039,-0.012729,0.031249,-0.029752,0.015757,-0.000296,0.003108,0.015793,0.016264,0.002502,0.018441,-0.009837,0.013362,-0.004674,0.0357561135363428,0.582829477996528,-0.0253949603213333,,0.0
90,LHS G1S88,LHS,-0.002457,0.000421,-0.011423,-0.024588,0.029304,0.01515,-0.008226,0.013617,-0.011801,0.003838,0.019044,0.008148,0.004408,-0.00326,-0.003757,0.010263,0.014382,-0.001837,0.0283825189632014,0.6701720996838048,-0.025019098988,,0.0
91,LHS G1S89,LHS,0.001833,0.008371,0.009614,-0.016826,-0.018527,0.009225,0.011206,-0.02185,-0.004945,0.009364,-0.019667,0.016164,-0.037315,0.009136,0.02097,0.000326,-0.015626,0.007692,0.0383446319320303,0.2838626441674582,-0.019525800988,,0.0
92,LHS G1S90,LHS,0.000726,-0.002338,-0.005479,-0.000877,0.015033,0.006844,0.00688,-0.002275,0.019085,-0.001453,-0.014983,0.025691,0.018023,0.030611,-0.004132,0.024182,-0.009264,-0.004507,0.0370645308999659,0.4139127495487845,-0.0234514143213333,,0.0
93,LHS G1S91,LHS,0.001133,-0.002607,0.000463,-0.023341,0.018557,-0.024544,0.01873,0.012035,0.003348,0.001157,-0.010058,0.00956,0.014743,0.032695,-0.023473,-0.010269,0.016125,0.001368,0.0463427495848417,0.2105262414925218,-0.023037810988,,0.0
